timestamp,open,high,low,close,volume
2025-04-14 00:00:00,83760.0,83893.16,83678.0,83774.19,76.84161
2025-04-14 00:05:00,83774.19,83976.72,83704.0,83944.0,68.95379
2025-04-14 00:10:00,83944.0,84200.0,83904.2,84146.0,100.65838
2025-04-14 00:15:00,84146.0,84545.45,84097.62,84484.01,144.65272
2025-04-14 00:20:00,84484.0,85129.69,84484.0,84760.99,462.82022
2025-04-14 00:25:00,84761.0,84844.77,84621.96,84764.47,139.08047
2025-04-14 00:30:00,84764.46,84772.0,84582.85,84620.72,73.62427
2025-04-14 00:35:00,84620.71,84984.8,84522.18,84984.8,291.5264
2025-04-14 00:40:00,84984.79,85070.0,84782.6,84782.6,85.94178
2025-04-14 00:45:00,84782.61,84826.0,84445.36,84495.14,235.61151
2025-04-14 00:50:00,84495.13,84521.73,84402.01,84404.0,57.04683
2025-04-14 00:55:00,84404.01,84404.01,84204.0,84325.74,123.26746
2025-04-14 01:00:00,84325.73,84498.27,84321.97,84431.65,68.33419
2025-04-14 01:05:00,84431.66,84645.33,84268.01,84590.68,104.96071
2025-04-14 01:10:00,84590.68,84604.0,84406.27,84430.0,50.35718
2025-04-14 01:15:00,84430.01,84468.0,84283.01,84290.01,45.93952
2025-04-14 01:20:00,84290.01,84471.71,84288.0,84469.01,61.94873
2025-04-14 01:25:00,84469.01,84563.44,84421.01,84556.66,91.79337
2025-04-14 01:30:00,84556.66,84687.1,84462.68,84572.07,189.02853
2025-04-14 01:35:00,84572.0,84640.0,84430.08,84430.09,30.3004
2025-04-14 01:40:00,84430.09,84499.83,84347.82,84471.7,58.5878
2025-04-14 01:45:00,84471.69,84502.0,84366.0,84366.0,55.93904
2025-04-14 01:50:00,84366.0,84388.2,84048.01,84199.99,202.57351
2025-04-14 01:55:00,84200.0,84228.0,84085.89,84228.0,54.20187
2025-04-14 02:00:00,84228.0,84249.99,84036.84,84116.66,71.63831
2025-04-14 02:05:00,84116.65,84330.19,84094.33,84248.0,72.62633
2025-04-14 02:10:00,84248.01,84440.0,84235.84,84391.3,84.46746
2025-04-14 02:15:00,84391.31,84471.7,84322.0,84364.0,70.61169
2025-04-14 02:20:00,84364.0,84654.09,84357.24,84613.47,74.30199
2025-04-14 02:25:00,84613.47,85028.0,84590.0,85026.6,152.87036
2025-04-14 02:30:00,85026.6,85544.3,85015.78,85309.07,329.14013
2025-04-14 02:35:00,85309.07,85442.07,84989.28,85090.5,291.06017
2025-04-14 02:40:00,85090.5,85349.46,85027.99,85322.36,671.20582
2025-04-14 02:45:00,85322.35,85540.01,85257.53,85314.77,862.8487
2025-04-14 02:50:00,85314.77,85320.76,85207.63,85309.7,309.53938
2025-04-14 02:55:00,85302.0,85320.29,85046.24,85140.7,187.35299
2025-04-14 03:00:00,85140.69,85166.84,84861.97,84946.59,277.52006
2025-04-14 03:05:00,84946.59,85084.34,84914.5,84990.01,244.44032
2025-04-14 03:10:00,84990.0,85012.11,84622.6,84777.42,212.57939
2025-04-14 03:15:00,84777.42,84844.85,84597.57,84810.01,172.37355
2025-04-14 03:20:00,84810.0,84860.0,84661.52,84687.9,231.65317
2025-04-14 03:25:00,84687.89,84772.47,84651.0,84674.46,375.7795
2025-04-14 03:30:00,84674.47,84794.26,84636.75,84716.1,269.56451
